불용어 제거 리뷰,키워드,제품명,피부타입,기능,제품종류
부지런하게 만드는 팩이에요 시간이 지나면 투명해지는데 피부 컨디션 안좋을 때는 빨리 투명해져요 다음날 얼굴이 촉촉해서 화장도 잘 먹고 좋아요 가격만 저렴해지면 좋을것 같아요,"부지런하게, 만드는",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
이거 한 다음날에 ㄴ얼굴에서 속광이 올라와서 비싸긴해도 꼭 중요한일정있는전날엔 무조건 해주는편입니다 한번붙힐때마다 최소 1시간에서 2시간은 유지해주는편입니다,"이거, 다음날에",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
시트 자체가 쫀쫀하고 탱글해요 처음 마스크팩을 사용할땐 살살 만진다고 생각하고 만져도 손톱에 긁혀서 찢어졌었는데 안찢어지게 만지는 꿀팁은 손톱 손가락 지문쪽으로만 살살 만지면 찢어지지 않고 쉽게 붙일 수 있어요 콜라겐팩이지만 붙이면 시원해서 쿨링효과가 있고 홍조도 진정돼서 좋더라구요 붙이고 자도 돼서 간편하고 다음날 피부를 보면 광채가 촤르르 흘러 넘치더라구요 팩하나로 모공탄력보습을 다 잡을 수 있고 눈으로 효과가 다 보이기 비싸도 끊을래야 끊을 수 없는 팩이에요 꿀팁 눈이랑 입에서 나온 작은 마스크 조각 3개는 꼬옥 버리지 마시고 야무지게 주름이 더욱 신경 쓰이는 부위 팔자 눈가에 붙여서 뽕 뽑으시길 바래요,"시트, 자체가",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
저번에 1매짜리 구매했을땐 굉장히 혹평했었는데요 알고보니 사용했던게 불량이었나봐요 1매 짜리 사용했을땐 얼굴에 밀착도 안되서 줄줄 흘러 내리고 좀만 건드려도 찢어졌었는데 이번에 구매한 7매 세트제품은 겔이 도톰한데도 밀착력 좋고 잘안찢어지네요 ㅎㅎ다행쓰 사용해본 결과 바던 팩은 기초 제품의 영향을 받는듯해요 최소 23시간 사용하는 제품이다보니 시트가 투명해졌을때 피부가 건조 할 수 있어서 기초는 듬뿍 올리시는게 좋구용 자신에게 맞는 기초제품을 사용하는게 중요한거 같았어요 자극적인 성분예를들면 아하바하같은 각질케어성분이 들어간 에센스는 피하시고 팩 전에는 진정 탄력 에센스 위주로 발라주세용 개인적으로 함량높은 미백성분은 발라도 운 안좋으면 뒤집어져서ㅠㅠ 저는 마데카소사이드 제품을 사용해줬답니다ㅎㅎ 중요한 날이나 얼굴에 열감이 심하게 올라올때 시트가 시원해서 사용하기 좋더라구요 정가로는 비싸구용 세일하거나 올영데이때 쿠폰 먹여서 구매하시는걸 추천드립니다,"저번에, 1매짜리",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
수면팩으로 사용할때가 좋은것같습니다 만족하면서 잘 사용하고있습니다 오랫동안 붙혀놓고 제거하면 얼굴에 속광이 잘올라와서 아주 좋아요,"수면팩으로, 사용할때가",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
무난하고 좋은데 음 뭐랄까 개당 5000원정도잖아요 이제 딱히 1개당 5000원의 효과는 잘 모르겠는 느낌입니다 ㅎ,"무난하고, 좋은데",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
인기가 많은 제품이라 궁금해서 사봤는데 가격대비 타사 팩들보다 막 좋다는 느낌은 못 받았어요,"인기가, 많은",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
1매 써보고 대용량 구매해서 쓰고 있어요 제가 느낀 큰 장점은 아래와 같아요 1 수면팩으로 사용이 가능하다 2 붙이는 시간만큼 효과가 좋은 편이다 젤리처럼 말랑말랑한 텍스쳐라 손톱에 잘 찢어지니 꺼낼 주의하시고 작은 조각들은 코 옆쪽 뜨는 부분에 붙여주면 좋아요 저는 여유있는 날은 3시간 붙이고 바쁜 날은 아예 붙여두고 자는 편이에요 저는 오래 붙여둬도 괜찮더라구요 엄마랑 사용했었는데 엄마는 수면팩으로 사용하기 건조하다고 하셨어요 그날그날 피부상태나 타입에 사람마다 다를 수 있으니 참고만 해주세요 가격대가 있는편이라 구매할 땐 고민을 했었는데 즉각적으로 효과가 보이는 팩이라 다 쓰면 재구매할 같아요,"1매, 써보고",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
온라인몰에서만 구매 가능했는데 매장에 입점했길래 올영세일 할인할 구매했어요 겔 마스크들에 비해 보습감이 탁월해요,"온라인몰에서만, 구매",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
피부염 언급 설마 난 아니겠지 했는데 마스크팩하면서 얼굴 이렇게된거 처음 도대체 머때문일까요 첨엔 멀정했는데 갑자기 얼굴 벅벅가려워서 1시간도 못 붙이고 뗌 너무충격 울퉁불퉁한거 바이오던스 붙이고 된거에요 피부좋다는말 많이듣는 피부임,"피부염, 언급",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
귀차니즘으로 팩을 잘 안 하는 저에게 잘 맞는 팩이라고 생각했어요 옆으로 누워야 잠이 들고 잠꼬대가 심해서 안 맞더라고요 똑바로 누워서 자고 뒤척이지 않는다면 붙이고 자는 제품의 효과를 100 느낄 수 있지 않을까 합니다 할인할 때랑 안 할 때의 가격이 차이가 나서 장당 5000원 가까이 주고 사기에는 비싸다는 생각이 들어요 가격대가 있는 팩이다 보니 선물용으로 더 좋지 않을까 합니다,"귀차니즘으로, 팩을",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
이거 하면 피부에서 속광이 잘올라오고 내 피부가 좋았던것처럼 맘에들어요,"이거, 하면",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
콜라겐팩 중에서는 만족하고 사용하고 있는 거 같습니다 금액대가 높은 편이지만 세일할때 쟁겨두면 좋아요,"콜라겐팩, 중에서는",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
부지런하게 만들어주는 팩이에요 자려면 집가서 씻고 붙여놔야해서 강제 부지런해집니다,"부지런하게, 만들어주는",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
바이오던스의 세라놀 팩을 잘 써서 얘도 구매해본 콜라겐팩답게 붙이자 마자 쿨링감이 있어요 콜라겐팩 자체에서 오는 쿨링감이고 안에 든 성분때문은 아닌듯 쿨링 효과 지속은 세라놀 팩이 더 길었어요 피부 열감 낮추기엔 세라놀 팩이 나은듯 모공과 탄력 기능 개선 부분에선 글쎄요 점에서는 딱히 효과를 못 봤네요 제가 워낙 예민한 피부라 그런지는 모르겠지만 팩을 붙이면 피부염같은게 종종 올라오기도 했고 ㅠ ㅠ 뭐랄까 피부 상태를 타는 같아요 피부가 조금이라도 안 좋은 상태에서는 못 쓰고 피부가 나쁘지 싶으면 조심스럽게 사용할 수 있는 그마저도 수면팩으로는 불가능해요 유효성분 흡수에는 좋을지언정 피부 자체에는 자극이 가더라고요 떼어낼 때도 아프고 3시간이 한계임 총평 유명해서 사봤지만 큰 효과는 없었던 저처럼 피부 예민한 분들은 같은 브랜드의 세라놀팩파란색 콜라겐팩 사세요 저는 그건 괜찮더라구요 더 시원하고 순해서 걔는 요즘도 종종 사용하고 있음,"바이오던스의, 세라놀",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
무게감이 느껴지긴 확실히 뗄 보습감이 느껴지고 쫙 흡수된 느낌이에요,"무게감이, 느껴지긴",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
가격대는 가성비가 전혀없지만 약속있는 전날 써주면 다음날 확실히 틀림,"가격대는, 가성비가",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
사용 전이예요 새로 보이는 제품이라 구매해봤어요 사용감이 기대됩니다,"사용, 전이예요",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
시트팩 두께는 두껍지 않아서 밀착력 있게 피부에 붙어있고 수분 보습력이 낭낭하고 시트에 넉넉하게 묻어있고 남은 에센스 양으로 바디에 바르니 좋더라구여 요즘같은 환절기에 추천추천,"시트팩, 두께는",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
비싼 마스크팩은 처음이지만 수면팩으로 쓸 수 있어서 한 번 사봤어요 이왕 사는 거 개당 가격 싼 7개 묶음으로 눈이랑 입 구멍 쪽 마스크팩도 입술 옆이랑 코 옆에 붙이고 위에 위쪽 아래쪽 마스크 붙이면 고정도 되고 빈틈 잘 사용할 수 있어요 시트보다 공기도 덜 찬다 해야하나 쫙쫙 펴져서 얼굴에 빈틈 붙어서 좋아여 앰플 바르고 수면팩으러 하면 더 좋다는 후기 비타민 앰플 바르고 팩 붙였어요 아침에 얼굴 어떨지 궁금함,"비싼, 마스크팩은",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
요새 피부가 예민해서 진정용으로 사용하고있어요 술먹고 피부가 건조하고 붉어짐이 심해지더라구요 숙취에 힘들어도 꼭 붙히고 기절합니다ㅋㅋ,"요새, 피부가",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
가격이 진짜진짜 사악 잡채지만 스페셜케어용으로는 아주 굳,"가격이, 진짜진짜",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
자극없이 순하고 보습 진정에 탁월합니다 꾸준히 써보니 쟁여탬으로 등극 시트도 밀착력이 있어서 붙이고 집안일 사용해도 굿,"자극없이, 순하고",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
좋아하는 콜라겐팩입니다 자기전에 수면팩처럼 붙혀두고 자는편인데 아침에 일어나면 얼굴에 속광이 반짝반짝올라와서 꼭 중요한 일정에는 이제품을 해주곤해요,"좋아하는, 콜라겐팩입니다",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
다들 좋다고 해서 구매했는데 사실 가격만큼 하는지는 모르겠어요,"다들, 좋다고",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
좋아요 하고나면 속광이 차오르는 느낌입니다 중요한날전날엔 꼭 필수로 해주는데 당일날 피부 화장도 잘먹어서 맘에 듭니다,"좋아요, 하고나면",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
몇박스나 사용한 찐 애정템입니다 하고나몀 즉각적으로 윤광이 나서 좋아하는팩입니다 그리구 피부가 뒤집혔을때 해주면 진정되는 느낌도 있어서 좋아해용,"몇박스나, 사용한",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
재구매 꾸준히 있어용 듬뿍 크림 올리고 이거 붙이면 싹 먹음,"재구매, 꾸준히",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
잘 잘 쓰고있어요 쓰고나면 티가 나서 넘 좋아요 비싸지만 값합니다,"쓰고있어요, 쓰고나면",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
한 번 사용햐보고 나쁘지 않아서 세일기간에 재구매했어요 붙히고 자면 되는거라 편해요 단점은 잘 붙혀야 거네요 잘 찢어져요,"사용햐보고, 나쁘지",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
수면팩으로 사용하는 제품이다보니 시트가 투명해졌을때 피부가 건조 할 수 있어서 기초 제품은 듬뿍 올리시는게 좋구용 팩으로 사용시 최소 23시간 붙이고 있으므로 사용 전 바르는 제품의 영향을 받는듯해요 피부에 잘 맞는 기초제품을 사용하는게 중요한거 같았어요 자극적인 성분예를들면 아하바하같은 각질케어성분이 들어간 에센스는 피하시고 팩 전에는 진정 탄력 에센스 위주로 발라주세용 개인적으로 고함량 레티놀 에센스크림은 제 경우 발라도 운 안좋으면 뒤집어졌어서 마데카소사이드 제품을 사용해줬답니다 중요한 날이나 얼굴에 열감이 심하게 올라올때 시원하게 사용하기 좋더라구요 가격 음 정가로는 비싸구용 세일하거나 올영데이때 쿠폰 먹여서 구매하시는걸 추천드립니다 저는 한달째 잘 사용하고 있어요 재구매는 가끔 생각날때 한번씩 중요한 날 하루 전에 사용하면 좋아요,"수면팩으로, 사용하는",바이오던스 바이오 콜라겐 리얼 딥 마스크,"복합성, 건성","보습, 진정, 탄력",마스크
